item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,kpi_score,,inventory_value,days_of_inventory,inventory_coverage_days,stockout_risk,holding_cost_exposure,safety_stock,reorder_quantity,excess_inventory_flag,slow_moving_flag,fast_moving_flag,forecast_accuracy_gap,demand_growth_pct,supplier_id
ITM10102,Pharma,42,39,5,4,22.29,9.1,0.72,L35,D,154,1.55,67.64,0.14,0,0.92,344,5.97,0.88,12/28/24,170.06,0.826,,2840.88,1.884253028,1.728801599,Low,5.88,30.03,0,NO,NO,NO,14.03,,SUP006
ITM10103,Apparel,51,39,3,6,17.98,2.02,0.17,L82,C,28,4.88,176.08,0.93,7,0.82,880,9.34,0.26,3/18/24,228.37,0.508,,8980.08,2.836484983,1.563252616,Medium,47.43,8.164149313,0,NO,NO,NO,102.51,,SUP009
ITM10104,Electronics,465,31,4,4,1.94,0.77,0.5,L89,D,104,3.07,108.42,1.61,8,0.98,691,13.1,0.28,1/5/24,237.49,0.506,,50415.3,239.6907216,13.70584025,Medium,748.65,2.541,0,YES,NO,YES,223.91,,SUP013
ITM10105,Automotive,93,84,8,9,41.44,9.13,0.19,L72,D,48,4.58,40,0.16,7,0.73,334,7.74,0.43,4/21/24,49.51,0.579,,3720,2.244208494,13.14885882,Medium,14.88,45.1935,0,NO,NO,NO,240.57,,SUP011
ITM10106,Groceries,29,75,14,3,7.99,8.31,0.64,L29,A,126,4.37,157.15,1.71,0,0.73,366,1.71,0.48,9/15/24,91.28,0.494,,4557.35,3.629536921,2.22392638,High,49.59,23.74901465,46,NO,YES,NO,35.35,,SUP014
ITM10107,Pharma,475,21,12,9,16.17,9.74,0.35,L88,D,45,2,49.61,0.83,5,0.9,561,13.65,0.87,8/21/24,60.94,0.753,,23564.75,29.37538652,54.56186413,Medium,394.25,48.213,0,YES,NO,YES,52.25,,SUP008
ITM10108,Groceries,73,45,4,9,28.89,1.05,0.36,L42,A,24,2.91,88.37,0.32,8,0.75,78,8.24,0.97,7/10/24,25.67,0.662,,6451.01,2.526825891,19.90650565,Medium,23.36,5.1975,0,NO,NO,NO,176.56,,SUP012
ITM10109,Groceries,71,27,8,9,13.05,1.98,0.17,L99,D,166,2.44,117.93,1.18,8,0.98,789,8.63,0.21,1/31/24,165.88,0.475,,8373.03,5.440613027,2.996141789,Medium,83.78,9.801,0,YES,NO,NO,74.53,,SUP015
ITM10110,Electronics,167,99,3,5,25.36,1.5,0.38,L100,D,69,3.69,121.04,1.91,6,0.95,343,1.19,0.21,11/12/24,82.44,0.337,,20213.68,6.585173502,14.1800097,Medium,318.97,5.534268244,0,NO,YES,NO,95.08,,SUP012
ITM10111,Groceries,179,62,13,9,40.66,6.99,0.56,L8,C,177,3.15,23.12,1.13,6,0.79,56,2.4,0.89,11/22/24,54.65,0.535,,4138.48,4.402361043,22.92772187,Medium,202.27,34.6005,0,YES,YES,NO,229.97,,SUP004
ITM10112,Automotive,389,80,3,2,24.06,6.26,0.63,L30,A,153,4.03,168.99,1.4,3,0.97,591,11.88,0.31,12/7/24,157.94,0.614,,65737.11,16.16791355,17.24072433,Medium,544.6,14.60741189,0,YES,NO,YES,10.48,,SUP004
ITM10113,Groceries,33,10,7,8,47.5,3.91,0.16,L5,D,170,0.55,101.09,1.65,6,0.71,264,7.09,0.47,11/11/24,193.86,0.446,,3335.97,0.694736842,1.191581554,Medium,54.45,18.2475976,0,YES,NO,NO,138.64,,SUP001
ITM10114,Electronics,197,67,12,7,42.53,1.05,0.69,L41,B,98,3.6,197.96,1.62,9,0.86,676,14.97,0.42,9/4/24,233.91,0.514,,38998.12,4.632024453,5.895429866,Medium,319.14,4.583764146,0,YES,NO,YES,63.8,,SUP001
ITM10115,Automotive,431,99,13,5,17.32,6.58,0.54,L52,D,25,1.94,146.31,0.24,4,0.98,264,10.74,0.43,12/3/24,15.07,0.721,,63059.61,24.88452656,200.199071,Medium,103.44,24.27699003,0,YES,NO,NO,106.17,,SUP008
ITM10116,Apparel,385,96,11,3,20.6,5.92,0.58,L35,C,167,1.51,198.59,1.51,9,0.96,213,14.29,0.46,9/6/24,162.62,0.544,,76457.15,18.68932039,16.57237732,Medium,581.35,16.91867229,0,YES,NO,YES,18.42,,SUP003
ITM10117,Groceries,72,99,10,2,21.74,1.57,0.85,L9,C,107,4.11,96.16,1.9,4,0.81,219,4.91,0.47,1/9/24,87.45,0.451,,6923.52,3.311867525,5.76329331,High,136.8,3.663520233,27,NO,YES,NO,64.73,,SUP005
ITM10118,Electronics,427,15,5,4,31.68,9.13,0.41,L28,C,113,0.9,36.75,1.43,0,0.75,270,3.47,0.7,1/4/24,297.56,0.593,,15692.25,13.47853535,10.04503293,Low,610.61,30.129,0,YES,YES,NO,75.8,,SUP002
ITM10119,Apparel,354,79,5,9,15.05,2.39,0.26,L73,A,53,1.53,148.19,1.69,1,0.76,309,6.27,0.7,9/29/24,55.51,0.587,,52459.26,23.52159468,44.6406053,Low,598.26,11.8305,0,YES,NO,NO,49.84,,SUP009
ITM10120,Apparel,41,53,3,6,48.49,7.56,0.6,L92,A,175,1.42,157.77,1.02,8,0.85,773,4.71,0.62,10/9/24,136.98,0.495,,6468.57,0.845535162,2.095196379,High,41.82,30.55493505,12,NO,YES,NO,202.45,,SUP007
ITM10121,Pharma,49,81,5,6,30.83,8.91,0.95,L41,A,60,2.39,172.04,0.71,1,0.88,310,9.59,0.89,7/29/24,291.31,0.791,,8429.96,1.589361012,1.177439841,High,34.79,36.01117345,32,NO,NO,NO,75.5,,SUP013
ITM10122,Automotive,210,33,14,8,20.57,6.01,0.57,L28,B,27,1.95,67.28,1.38,9,0.71,863,11.42,0.88,1/7/24,71.8,0.552,,14128.8,10.20904229,20.4735376,Medium,289.8,28.04809758,0,YES,NO,NO,72.19,,SUP006
ITM10123,Groceries,279,95,14,5,32.61,2.85,0.85,L84,A,14,3.74,107.03,1.04,1,0.82,892,6.63,0.37,1/9/24,244,0.602,,29861.37,8.555657774,8.004098361,Low,290.16,10.51510966,0,YES,NO,NO,15.73,,SUP008
ITM10124,Electronics,224,28,14,4,20.37,3.44,0.78,L64,C,177,3.65,172.93,1.8,8,0.95,691,2.26,0.63,9/28/24,80.48,0.406,,38736.32,10.99656357,19.48310139,Medium,403.2,11.352,0,YES,YES,NO,62.11,,SUP001
ITM10125,Pharma,78,27,13,8,41.07,8.91,0.57,L51,A,15,1.96,174.3,1.95,2,0.83,666,1.37,0.83,5/20/24,31.83,0.515,,13595.4,1.899196494,17.15362865,Low,152.1,41.58212137,0,YES,YES,NO,255.66,,SUP013
ITM10126,Automotive,490,39,3,7,28.82,3.33,0.68,L83,A,85,2.47,14.88,1.66,1,0.75,615,4.05,0.89,10/1/24,22.4,0.596,,7291.2,17.00208189,153.125,Low,813.4,14.53708058,0,YES,YES,NO,179.34,,SUP008
ITM10127,Pharma,283,51,10,7,3.06,7.59,0.47,L59,D,124,1.44,137.47,1.99,6,0.99,669,11.25,0.4,5/26/24,285.13,0.509,,38904.01,92.48366013,6.947708063,Medium,563.17,33.13406654,0,YES,NO,NO,263.71,,SUP009
ITM10128,Automotive,485,42,3,8,9.66,9.91,0.58,L19,A,21,3.52,124.32,0.76,8,0.78,521,4.1,0.6,1/9/24,71.74,0.495,,60295.2,50.20703934,47.3236688,Medium,368.6,46.24902613,0,YES,YES,NO,4.12,,SUP002
ITM10129,Automotive,31,83,7,3,43.38,10,0.56,L34,D,21,2.28,25.83,1.8,5,0.94,876,13.75,0.62,9/14/24,94.67,0.615,,800.73,0.71461503,2.292172811,High,55.8,28.57883832,52,NO,NO,YES,208.99,,SUP015
ITM10130,Groceries,138,21,11,6,28.58,5.57,0.74,L18,A,82,1.1,186.73,0.73,6,0.76,850,10.12,0.76,12/23/24,290.4,0.646,,25768.74,4.828551435,3.326446281,Medium,100.74,22.51203548,0,YES,NO,NO,90.34,,SUP011
ITM10131,Automotive,434,36,9,4,47.57,8.35,0.47,L32,D,115,1.07,94.62,0.32,2,0.83,304,13.07,0.46,12/11/24,200.64,0.76,,41065.08,9.123397099,15.14154705,Low,138.88,27.555,0,YES,NO,YES,132.35,,SUP004
ITM10132,Pharma,481,48,6,5,4.55,9.91,0.19,L96,C,159,1.95,138.11,1.28,2,0.85,327,6.4,0.43,8/8/24,151.56,0.573,,66430.91,105.7142857,22.21562418,Low,615.68,36.56306553,0,YES,NO,NO,119.71,,SUP007
ITM10133,Automotive,309,18,13,9,15.47,4.06,0.81,L72,A,58,3.86,177.73,0.96,7,0.85,608,14.77,0.76,4/1/24,136.27,0.683,,54918.57,19.9741435,15.87289939,Medium,296.64,20.097,0,YES,NO,YES,27.98,,SUP001
ITM10134,Groceries,357,30,11,2,10.48,2.9,0.72,L69,C,13,0.61,34.72,1.85,6,0.85,695,10.51,0.52,2/24/24,24.08,0.509,,12395.04,34.0648855,103.7790698,Medium,660.45,6.767011896,0,YES,NO,NO,49.28,,SUP007
ITM10135,Groceries,267,85,11,5,28.14,1.59,0.96,L34,A,12,1.66,172.61,1.04,4,0.77,73,6,0.2,2/19/24,253.29,0.49,,46086.87,9.488272921,7.378893758,Medium,277.68,5.866324339,0,YES,NO,NO,56.31,,SUP005
ITM10136,Pharma,373,38,4,5,19.76,1.84,0.49,L96,B,153,1.23,147.62,1.86,5,0.85,482,3.98,0.95,9/25/24,230.99,0.527,,55062.26,18.87651822,11.30351963,Medium,693.78,6.78870238,0,YES,YES,NO,92.67,,SUP012
ITM10137,Apparel,146,42,12,4,8.71,8.61,0.17,L75,B,23,4.8,169.52,0.25,8,0.84,678,13.13,0.32,3/17/24,36.3,0.622,,24749.92,16.76234214,28.15426997,Medium,36.5,28.413,0,YES,NO,YES,24.67,,SUP015
ITM10138,Apparel,94,71,12,6,32.49,6.09,0.21,L55,C,73,3.67,104.02,1.68,2,0.76,800,5.45,0.32,5/3/24,112.5,0.481,,9777.88,2.893197907,5.848888889,Low,157.92,24.61369768,0,NO,NO,NO,114.93,,SUP007
ITM10139,Automotive,380,24,13,4,27.28,8.8,0.8,L75,C,129,1.55,16.36,1.54,2,1,527,1.62,0.85,4/8/24,266.77,0.598,,6216.8,13.92961877,9.971136185,Low,585.2,29.04,0,YES,YES,NO,75.81,,SUP011
ITM10140,Electronics,223,11,14,2,14.46,8,0.16,L52,B,178,1.43,137.4,1.47,5,0.96,543,4.9,0.47,11/13/24,78.57,0.504,,30640.2,15.42185339,19.86763396,Medium,327.81,18.66761902,0,YES,YES,NO,22.65,,SUP008
ITM10141,Automotive,68,61,8,8,24.51,6.9,0.92,L47,B,77,4.36,81.16,0.77,7,0.97,431,3.51,0.46,9/26/24,187.26,0.516,,5518.88,2.774377805,2.541920325,Medium,52.36,32.20164282,0,NO,YES,NO,15.69,,SUP008
ITM10142,Pharma,98,53,6,4,37.54,6.29,0.35,L29,D,68,1.36,86.46,1.59,4,0.91,868,5.48,0.7,5/9/24,151.5,0.556,,8473.08,2.610548748,4.528052805,Medium,155.82,20.757,0,NO,NO,NO,111.28,,SUP012
ITM10143,Pharma,460,63,10,3,11.06,0.96,0.91,L18,A,139,4.99,93.84,1.02,0,0.75,423,9.59,0.25,6/30/24,247.37,0.626,,43166.4,41.59132007,13.01693819,Low,469.2,2.743568479,0,YES,NO,NO,169.95,,SUP006
ITM10144,Pharma,498,27,14,5,15.35,8.79,0.8,L66,B,128,1.77,103.65,1.46,2,0.87,602,8.01,0.39,5/16/24,20.46,0.573,,51617.7,32.44299674,170.3812317,Low,727.08,32.43081191,0,YES,NO,NO,86.99,,SUP004
ITM10145,Pharma,260,12,13,6,17.96,4.47,0.88,L64,C,19,0.88,135.77,1.15,7,0.95,811,10.95,0.24,7/22/24,246.68,0.529,,35300.2,14.4766147,7.377979569,Medium,299,18.0662116,0,YES,NO,NO,120.96,,SUP014
ITM10146,Pharma,368,16,9,9,37.59,5.82,0.29,L12,C,84,3.61,148.09,0.4,3,0.71,372,5.67,0.43,2/10/24,49.36,0.604,,54497.12,9.789837723,52.18800648,Medium,147.2,28.809,0,YES,NO,NO,213.77,,SUP001
ITM10147,Groceries,173,52,9,7,42.5,0.71,0.64,L97,B,99,3.24,157.6,0.22,8,0.85,138,2.68,0.9,7/10/24,14.37,0.604,,27264.8,4.070588235,84.27279054,Medium,38.06,3.099497661,0,YES,YES,NO,283.13,,SUP011
ITM10148,Apparel,293,91,13,2,19.44,9.39,0.18,L7,C,110,5,137.61,0.8,5,0.82,141,3.24,0.93,7/26/24,182.7,0.613,,40319.73,15.07201646,11.22605364,Medium,234.4,21.91111783,0,YES,YES,NO,46.62,,SUP007
ITM10149,Pharma,115,47,12,7,15.53,9.08,0.28,L15,A,163,4.11,162.66,1.87,9,0.76,426,12.16,0.45,8/23/24,85.01,0.437,,18705.9,7.405022537,9.46947418,Medium,215.05,39.63864614,0,YES,NO,YES,23.7,,SUP012
ITM10150,Electronics,233,46,11,5,44.58,5.66,0.38,L20,D,141,2.43,33.21,1.11,3,0.81,130,2.37,0.35,10/16/24,215.69,0.493,,7737.93,5.226558995,7.561778478,Medium,258.63,20.88263884,0,YES,YES,NO,96.37,,SUP008
ITM10151,Electronics,313,67,7,4,49.97,5.98,0.77,L81,A,37,3.54,169,1.62,3,1,691,12.17,0.31,5/4/24,146.24,0.602,,52897,6.263758255,14.98222101,Medium,507.06,19.734,0,YES,NO,YES,203.55,,SUP008
ITM10152,Electronics,228,42,8,7,33.85,7.2,0.12,L21,D,139,4.18,83.58,1.19,9,0.92,652,3.98,0.52,12/22/24,185.6,0.442,,19056.24,6.735598227,8.599137931,Medium,271.32,31.43152558,0,YES,YES,NO,51.35,,SUP015
ITM10153,Electronics,362,68,3,3,49.51,3.01,0.91,L88,D,75,2.81,110.47,1.92,4,0.79,149,10.5,0.86,4/25/24,210.01,0.598,,39990.14,7.311654211,12.06609209,Medium,695.04,8.602230336,0,YES,NO,NO,136.56,,SUP014
ITM10154,Groceries,107,20,8,4,33.34,2.61,0.16,L55,B,153,1.73,92.42,0.8,6,0.88,639,9.72,0.88,6/2/24,278.81,0.682,,9888.94,3.209358128,2.686417273,Medium,85.6,8.613,0,YES,NO,NO,45.43,,SUP001
ITM10155,Electronics,325,77,4,5,36.94,6.9,0.44,L77,C,133,1.45,100.39,0.21,6,0.77,604,2.38,0.24,12/16/24,248.7,0.493,,32626.75,8.798050893,9.14756735,Medium,68.25,25.45763392,0,YES,YES,NO,9.88,,SUP010
ITM10156,Pharma,283,91,8,7,20.04,1.49,0.17,L9,D,66,1.83,64.23,1.58,9,0.88,172,10.32,0.37,2/11/24,153.58,0.45,,18177.09,14.12175649,12.89881495,Medium,447.14,6.504579598,0,YES,NO,NO,13.3,,SUP015
ITM10157,Automotive,444,77,11,9,22.22,4.81,0.79,L50,B,160,4.32,42.29,1.44,6,0.97,849,7.27,0.36,11/30/24,137.02,0.499,,18776.76,19.9819982,22.68282003,Medium,639.36,23.8095,0,YES,NO,NO,18.52,,SUP005
ITM10158,Electronics,409,97,10,8,8.06,5.18,0.23,L49,C,160,2.21,29.93,1.1,4,0.87,445,10.9,0.86,11/28/24,199.86,0.701,,12241.37,50.74441687,14.32502752,Medium,449.9,24.17456664,0,YES,NO,NO,143.44,,SUP001
ITM10159,Groceries,344,31,11,2,41.31,4.12,0.9,L77,C,30,1.79,95.77,0.72,8,0.92,72,12.7,0.57,1/17/24,222.72,0.635,,32944.88,8.32728153,10.81178161,Medium,247.68,9.613823797,0,YES,NO,YES,66.45,,SUP004
ITM10160,Groceries,447,75,12,7,46.62,2.26,0.58,L60,D,112,4.13,33.8,0.46,1,0.84,705,1.55,0.49,2/17/24,60.07,0.621,,15108.6,9.588159588,52.08922923,Low,205.62,9.866006639,0,YES,YES,NO,266.27,,SUP010
ITM10161,Electronics,396,53,10,9,31.55,3.88,0.95,L68,C,162,0.64,56.55,1.02,7,0.86,989,10.07,0.97,7/26/24,19.43,0.658,,22393.8,12.55150555,142.6659804,Medium,403.92,19.206,0,YES,NO,NO,201.42,,SUP013
ITM10162,Automotive,339,15,5,8,17.84,3.71,0.36,L33,A,67,3.17,35.39,1.37,9,0.91,819,2.47,0.94,7/13/24,141.85,0.486,,11997.21,19.00224215,16.72893902,Medium,464.43,17.31421664,0,YES,YES,NO,16.97,,SUP007
ITM10163,Electronics,176,51,10,8,8.55,5.24,0.51,L71,C,46,4.43,30.73,1.2,7,0.94,568,6.3,0.55,7/12/24,38.84,0.522,,5408.48,20.58479532,31.71987642,Medium,211.2,24.45458092,0,YES,NO,NO,21.01,,SUP007
ITM10164,Groceries,175,34,8,7,13.99,6.91,0.72,L2,A,152,2.35,177.67,0.93,2,0.9,326,1.18,0.3,10/9/24,89.09,0.523,,31092.25,12.50893495,13.75014031,Low,162.75,30.16553357,0,YES,YES,NO,8.84,,SUP007
ITM10165,Apparel,158,66,8,6,13.52,9.7,0.85,L88,C,165,1.71,138.06,1.13,4,0.99,747,5.6,0.34,8/31/24,179.57,0.548,,21813.48,11.68639053,6.159157989,Medium,178.54,39.20408333,0,YES,NO,NO,84.93,,SUP015
ITM10166,Pharma,140,94,8,7,31.06,1.87,0.48,L93,D,141,2.71,185.51,0.31,7,0.95,144,3.37,0.29,1/29/24,53.92,0.522,,25971.4,4.507405023,18.17507418,Medium,43.4,8.16346567,0,NO,YES,NO,163.5,,SUP008
ITM10167,Groceries,84,64,5,5,47.31,8.79,0.9,L15,D,56,3.73,132.36,1.42,9,0.93,968,8.79,0.74,11/22/24,18.26,0.529,,11118.24,1.775523145,32.20153341,Medium,119.28,32.43081191,0,NO,NO,NO,312.91,,SUP001
ITM10168,Electronics,126,25,12,8,3.37,3.2,0.21,L88,B,112,2.82,170.35,1.5,8,0.95,431,8.17,0.64,1/5/24,170.83,0.517,,21464.1,37.38872404,5.163027571,Medium,189,14.93409522,0,YES,NO,NO,147.24,,SUP012
ITM10169,Pharma,166,23,3,2,1.05,6.12,0.74,L69,A,81,0.53,115.51,0.12,6,0.78,426,12.11,0.65,12/25/24,145.21,0.715,,19174.66,158.0952381,8.002203705,Medium,19.92,14.28072855,0,YES,NO,YES,137.86,,SUP003
ITM10170,Electronics,156,48,14,5,30.41,5.69,0.41,L97,A,98,0.85,97.9,0.61,3,0.83,74,9.96,0.28,3/28/24,98.83,0.634,,15272.4,5.129891483,11.04927654,Medium,95.16,20.99332421,0,YES,NO,NO,114.04,,SUP006
ITM10171,Electronics,430,37,6,3,14.92,5.79,0.19,L35,D,67,3.75,110.41,0.28,3,0.87,340,11,0.83,2/12/24,145.95,0.799,,47476.3,28.82037534,20.6235012,Medium,120.4,16.54714739,0,YES,NO,NO,41.51,,SUP007
ITM10172,Apparel,181,60,12,4,44.15,7.37,0.45,L99,D,114,2.3,70.84,2,2,0.84,276,2.29,0.63,9/12/24,208.22,0.485,,12822.04,4.099660249,6.084910191,Low,362,24.321,0,YES,YES,NO,100.83,,SUP014
ITM10173,Pharma,447,58,14,7,17.04,4.13,0.89,L83,D,78,4.03,135.01,1.23,7,0.95,222,1.39,0.27,8/10/24,41.61,0.4,,60349.47,26.23239437,75.19826965,Medium,549.81,18.02947231,0,YES,YES,NO,77.67,,SUP002
ITM10174,Pharma,471,18,8,6,15.2,3.53,0.98,L44,A,55,3.42,180.46,0.98,5,0.71,696,14.57,0.8,11/26/24,84.15,0.698,,84996.66,30.98684211,39.18003565,Medium,461.58,14.26705301,0,YES,NO,YES,22.25,,SUP014
ITM10175,Apparel,119,67,13,2,14.21,8.6,0.45,L15,B,162,3.12,158.65,0.98,9,0.76,502,6.98,0.99,6/18/24,240.54,0.565,,18879.35,8.374384236,3.46304149,Medium,116.62,20.06769045,0,NO,NO,NO,141.07,,SUP010
ITM10176,Groceries,357,54,14,6,8.1,2.59,0.9,L38,A,34,4.56,97.78,1.93,5,0.96,337,6.53,0.55,10/16/24,204.34,0.496,,34907.46,44.07407407,12.2296173,Medium,689.01,10.46789442,0,YES,NO,NO,147.64,,SUP009
ITM10177,Electronics,418,31,12,6,29.49,2.21,0.56,L56,D,130,0.6,191.24,1.35,9,0.72,870,1.49,0.29,2/18/24,87.21,0.307,,79938.32,14.17429637,33.55119826,Medium,564.3,8.932064347,0,YES,YES,NO,119.22,,SUP004
ITM10178,Automotive,326,41,4,6,9.24,0.65,0.75,L21,B,44,1.2,197.23,0.42,9,0.77,118,2.66,0.28,9/27/24,125.46,0.423,,64296.98,35.28138528,18.18906424,Medium,136.92,2.627077749,0,YES,YES,NO,60.78,,SUP002
ITM10179,Electronics,160,78,9,7,21.81,2.5,0.14,L59,C,24,3.31,103.69,0.95,8,0.81,330,14.17,0.22,1/22/24,44.73,0.54,,16590.4,7.336084365,25.03912363,Medium,152,10.91372416,0,YES,NO,YES,107.94,,SUP012
ITM10180,Electronics,102,96,9,2,23.59,5.43,0.6,L1,C,115,0.8,174.28,1.57,2,0.93,912,10.73,0.82,4/27/24,83.41,0.696,,17776.56,4.323866045,8.560124685,Low,160.14,12.67064641,0,NO,NO,NO,81.72,,SUP006
ITM10181,Groceries,196,78,13,2,2,5.62,0.16,L93,D,137,3.4,10.91,0.9,3,0.87,391,6.73,0.76,4/18/24,253.93,0.666,,2138.36,98,5.403063836,Medium,176.4,13.11400236,0,YES,NO,NO,239.93,,SUP011
ITM10182,Electronics,217,51,6,8,1.82,2.92,0.34,L93,B,83,4.93,22.66,0.69,2,0.99,919,13.66,0.67,12/20/24,137.72,0.805,,4917.22,119.2307692,11.02962533,Low,149.73,13.62736189,0,YES,NO,YES,124.98,,SUP006
ITM10183,Apparel,131,62,6,6,26.49,1.19,0.61,L34,D,97,4.45,14.25,1.98,2,0.77,382,9.26,0.81,10/17/24,195.68,0.601,,1866.75,4.945262363,4.686222404,Low,259.38,4.80957311,0,YES,NO,NO,10.25,,SUP001
ITM10184,Apparel,75,68,3,8,35.11,7.57,0.83,L65,A,172,3.16,156.9,1.88,0,0.96,792,11.45,1,8/31/24,56.33,0.757,,11767.5,2.136143549,9.320078111,Low,141,35.328469,0,NO,NO,NO,189.44,,SUP015
ITM10185,Pharma,479,83,4,8,47.16,7.7,0.6,L98,A,38,4.52,25.16,1.89,9,0.78,435,7.04,0.52,5/18/24,63.16,0.385,,12051.64,10.15691264,53.08739709,Medium,905.31,35.93516662,0,YES,NO,NO,266.96,,SUP012
ITM10186,Automotive,198,48,11,4,9.78,9.98,0.94,L23,B,47,1.02,13.24,0.35,5,0.77,391,7.04,0.76,1/24/24,282.87,0.665,,2621.52,20.24539877,4.899777283,Medium,69.3,32.934,0,YES,NO,NO,214.41,,SUP009
ITM10187,Electronics,440,24,12,7,6.06,9.05,0.83,L65,D,33,2.55,38.01,0.55,8,0.85,366,1.96,0.5,2/8/24,254.02,0.481,,16724.4,72.60726073,12.12502953,Medium,242,39.50768145,0,YES,YES,NO,211.6,,SUP012
ITM10188,Electronics,420,80,10,7,3.55,9.3,0.24,L14,D,28,2.43,68.2,0.94,4,0.72,954,11.28,0.48,12/16/24,239.2,0.616,,28644,118.3098592,12.2909699,Medium,394.8,40.59905387,0,YES,NO,NO,214.35,,SUP001
ITM10189,Groceries,205,38,10,5,22.37,8.08,0.45,L81,C,58,2.01,98.29,1.68,9,0.82,356,2.39,0.88,5/23/24,105.58,0.424,,20149.45,9.164059008,13.59158932,Medium,344.4,29.81125828,0,YES,YES,NO,51.01,,SUP003
ITM10190,Apparel,490,12,11,9,31.53,6.35,0.7,L39,B,53,0.5,22.43,1.5,1,0.81,819,11.7,0.66,10/5/24,173.2,0.68,,10990.7,15.54075484,19.80369515,Low,735,31.4325,0,YES,NO,YES,47.51,,SUP008
ITM10191,Automotive,237,92,9,8,42.19,1.72,0.94,L82,D,163,4.51,104.81,1.71,9,0.75,222,3.67,0.3,10/15/24,152.78,0.308,,24839.97,5.617444892,10.85875115,Medium,405.27,8.02707618,0,YES,YES,NO,142.55,,SUP009
ITM10192,Pharma,432,19,11,7,34.45,6.41,0.99,L65,A,162,4,57.13,1.85,3,0.96,593,4.46,0.52,12/2/24,287.31,0.51,,24680.16,12.53991292,10.52521666,Medium,799.2,27.98278874,0,YES,YES,NO,46.16,,SUP002
ITM10193,Apparel,436,38,12,6,11.21,1.03,0.79,L78,D,44,3.44,62.13,1.58,5,0.82,249,13.85,0.84,1/17/24,79.49,0.659,,27088.68,38.89384478,38.39476664,Medium,688.88,4.162907818,0,YES,NO,YES,1.02,,SUP001
ITM10194,Pharma,335,88,14,9,23.63,8.91,0.62,L26,D,173,1.08,166.16,0.6,6,0.99,641,7.6,0.95,4/1/24,284.7,0.709,,55663.6,14.17689378,8.236740429,Medium,201,44.1045,0,YES,NO,NO,119.29,,SUP013
ITM10195,Groceries,494,44,4,3,45.61,5.08,0.78,L20,A,151,2.2,197.52,0.64,6,0.97,914,2.75,0.69,6/10/24,214.99,0.585,,97574.88,10.83095812,16.08446905,Medium,316.16,14.51804987,0,YES,YES,NO,104.28,,SUP007
ITM10196,Groceries,236,15,8,6,17.01,7.13,0.35,L48,A,65,4.66,98.13,0.77,3,0.76,124,13.67,0.52,1/9/24,129.97,0.701,,23158.68,13.87419165,12.71062553,Medium,181.72,28.81702208,0,YES,NO,YES,10.9,,SUP012
ITM10197,Electronics,139,21,5,2,25.44,1,0.36,L98,D,143,3.28,71.14,0.68,9,0.85,977,7.33,0.4,4/16/24,87.24,0.5,,9888.46,5.463836478,11.15314076,Medium,94.52,2.333452378,0,YES,NO,NO,90.84,,SUP002
ITM10198,Automotive,458,47,13,7,47.97,5.58,0.69,L21,A,41,3.22,186.98,0.57,9,0.88,825,2.83,0.54,10/27/24,229.63,0.485,,85636.84,9.547633938,13.96159038,Medium,261.06,24.35943232,0,YES,YES,NO,106.16,,SUP002
ITM10199,Pharma,413,86,8,9,37,3.36,0.88,L70,C,35,4.61,105.09,1.53,4,0.95,646,6.47,0.65,3/14/24,248.65,0.573,,43402.17,11.16216216,11.62678464,Medium,631.89,16.632,0,YES,NO,NO,10.35,,SUP013
ITM10200,Apparel,194,28,5,7,37.64,3.21,0.97,L100,C,152,3.02,148.77,0.16,3,0.97,266,9.25,0.2,12/30/24,113.68,0.681,,28861.38,5.154091392,11.94581281,Medium,31.04,14.01322182,0,YES,NO,NO,149.8,,SUP011
ITM10201,Groceries,42,76,10,5,13.36,4.2,0.41,L68,C,65,3.19,88.61,1.48,9,0.89,682,6.07,0.41,7/22/24,59.85,0.413,,3721.62,3.143712575,4.912280702,High,62.16,15.49595108,34,NO,NO,NO,33.67,,SUP007
ITM10202,Electronics,232,17,13,8,21.32,0.51,0.82,L1,A,46,2.06,48.48,1.66,5,0.71,581,13.94,0.74,2/9/24,152.75,0.61,,11247.36,10.88180113,10.63175123,Medium,385.12,2.380121425,0,YES,NO,YES,3.51,,SUP003
ITM10203,Electronics,424,17,6,3,5.03,4.93,0.87,L77,A,134,2.17,134.43,0.23,6,0.84,498,4.78,0.74,6/2/24,145.87,0.637,,56998.32,84.29423459,20.34688421,Medium,97.52,14.08936729,0,YES,YES,NO,110.66,,SUP004
ITM10204,Pharma,254,93,14,7,30.72,5.12,0.66,L42,A,62,3.59,136.32,0.22,1,0.97,710,3.46,0.72,3/24/24,220.37,0.742,,34625.28,8.268229167,8.068248854,Low,55.88,22.35130708,0,YES,YES,NO,5.33,,SUP005
ITM10205,Groceries,32,56,12,5,6.08,8.7,0.41,L63,B,110,1.94,97.43,0.64,9,0.91,56,4.09,0.96,10/15/24,292.22,0.585,,3117.76,5.263157895,0.766545753,High,20.48,32.09875582,24,NO,YES,NO,249.66,,SUP013
