po_id,supplier_id,item_id,order_date,expected_delivery_date,actual_delivery_date,order_quantity,unit_cost,total_purchase_cost,po_status
PO00284,SUP011,ITM11080,8/20/24,8/27/24,8/30/24,147,49.66,7300.02,Delivered
PO00285,SUP008,ITM10412,6/9/24,6/14/24,6/14/24,206,86.57,17833.42,Delivered
PO00286,SUP011,ITM11596,8/30/24,9/7/24,9/5/24,145,120.55,17479.75,Delivered
PO00287,SUP008,ITM12545,7/9/24,7/12/24,,619,97.78,60525.82,Open
PO00288,SUP008,ITM10501,10/14/24,10/19/24,10/22/24,175,69.34,12134.5,Delivered
PO00289,SUP015,ITM10347,12/6/24,12/14/24,12/24/24,938,148.41,139208.58,Delayed
PO00290,SUP013,ITM10851,1/27/24,2/3/24,2/16/24,369,98.3,36272.7,Delayed
PO00291,SUP003,ITM11873,10/22/24,10/24/24,10/23/24,722,31.44,22699.68,Delivered
PO00292,SUP015,ITM11821,2/25/24,3/5/24,3/7/24,426,73.86,31464.36,Delivered
PO00293,SUP006,ITM11499,5/22/24,5/25/24,5/26/24,915,35.46,32445.9,Delivered
PO00294,SUP003,ITM12435,11/14/24,11/17/24,11/20/24,620,82.27,51007.4,Delivered
PO00295,SUP013,ITM12347,12/2/24,12/8/24,,323,15.51,5009.73,Open
PO00296,SUP009,ITM11517,5/19/24,5/28/24,5/28/24,993,68.17,67692.81,Delivered
PO00297,SUP011,ITM11043,1/4/24,1/12/24,1/11/24,629,145.65,91613.85,Delivered
PO00298,SUP007,ITM10132,2/5/24,2/10/24,2/13/24,81,85.4,6917.4,Delivered
PO00299,SUP015,ITM10874,9/28/24,10/7/24,10/8/24,514,126.69,65118.66,Delivered
PO00300,SUP012,ITM10439,7/8/24,7/16/24,7/16/24,845,40.2,33969,Delivered
PO00301,SUP002,ITM12954,11/1/24,11/10/24,11/8/24,209,93.66,19574.94,Delivered
PO00302,SUP007,ITM11333,11/12/24,11/16/24,11/14/24,328,42.41,13910.48,Delivered
PO00303,SUP009,ITM11776,8/5/24,8/8/24,8/9/24,474,91.03,43148.22,Delivered
PO00304,SUP001,ITM12322,9/19/24,9/28/24,9/29/24,163,92.52,15080.76,Delivered
PO00305,SUP013,ITM11838,12/13/24,12/16/24,12/18/24,733,49.58,36342.14,Delivered
PO00306,SUP014,ITM12795,4/22/24,4/27/24,4/29/24,106,62.71,6647.26,Delivered
PO00307,SUP011,ITM11151,6/3/24,6/11/24,6/17/24,832,129.8,107993.6,Delayed
PO00308,SUP001,ITM10154,6/16/24,6/20/24,6/21/24,814,63.41,51615.74,Delivered
PO00309,SUP009,ITM11597,3/7/24,3/11/24,3/14/24,285,11.43,3257.55,Delivered
PO00310,SUP015,ITM11964,12/8/24,12/10/24,,123,101.52,12486.96,Open
PO00311,SUP013,ITM11952,1/22/24,1/31/24,2/1/24,993,26.38,26195.34,Delivered
PO00312,SUP009,ITM12277,6/9/24,6/13/24,6/15/24,464,126.62,58751.68,Delivered
PO00313,SUP007,ITM10163,8/1/24,8/9/24,8/10/24,71,24.38,1730.98,Delivered
PO00314,SUP003,ITM12579,3/28/24,4/3/24,,682,7.49,5108.18,Open
PO00315,SUP008,ITM10451,12/19/24,12/23/24,12/28/24,497,12.38,6152.86,Delayed
PO00316,SUP011,ITM11234,5/4/24,5/10/24,5/11/24,586,94.95,55640.7,Delivered
PO00317,SUP005,ITM12466,6/7/24,6/16/24,6/15/24,391,142.24,55615.84,Delivered
PO00318,SUP014,ITM12027,2/9/24,2/15/24,2/13/24,593,16.29,9659.97,Delivered
PO00319,SUP013,ITM10979,6/27/24,6/29/24,7/2/24,884,72.2,63824.8,Delivered
PO00320,SUP002,ITM11463,2/22/24,2/24/24,2/23/24,227,10.15,2304.05,Delivered
PO00321,SUP013,ITM12569,12/1/24,12/4/24,12/7/24,555,60.06,33333.3,Delivered
PO00322,SUP003,ITM11900,10/15/24,10/20/24,,509,143.28,72929.52,Open
PO00323,SUP008,ITM12317,10/16/24,10/24/24,10/26/24,380,123.9,47082,Delivered
PO00324,SUP004,ITM11739,11/17/24,11/20/24,11/21/24,119,15.12,1799.28,Delivered
PO00325,SUP008,ITM13012,11/19/24,11/27/24,11/27/24,655,48.97,32075.35,Delivered
PO00326,SUP001,ITM13024,9/16/24,9/22/24,9/23/24,512,74.85,38323.2,Delivered
PO00327,SUP010,ITM13160,7/7/24,7/15/24,,128,14.35,1836.8,Open
PO00328,SUP010,ITM11283,2/16/24,2/19/24,2/21/24,443,11.04,4890.72,Delivered
PO00329,SUP004,ITM10239,10/10/24,10/12/24,10/16/24,510,53.9,27489,Delayed
PO00330,SUP005,ITM12441,10/19/24,10/25/24,10/25/24,669,72.17,48281.73,Delivered
PO00331,SUP003,ITM10594,3/18/24,3/23/24,4/3/24,155,47.72,7396.6,Delayed
PO00332,SUP006,ITM12920,6/24/24,7/2/24,,136,41.79,5683.44,Cancelled
PO00333,SUP001,ITM10289,3/29/24,4/7/24,4/10/24,498,36.17,18012.66,Delivered
PO00334,SUP010,ITM12877,9/25/24,10/2/24,10/1/24,422,44.16,18635.52,Delivered
PO00335,SUP010,ITM10747,5/24/24,5/27/24,5/27/24,745,97.01,72272.45,Delivered
PO00336,SUP014,ITM12464,11/19/24,11/27/24,11/25/24,387,92,35604,Delivered
PO00337,SUP015,ITM12172,12/13/24,12/17/24,12/17/24,791,95.25,75342.75,Delivered
PO00338,SUP004,ITM12689,11/4/24,11/13/24,11/22/24,133,43.94,5844.02,Delayed
PO00339,SUP005,ITM10588,3/13/24,3/20/24,3/28/24,721,112.54,81141.34,Delayed
PO00340,SUP002,ITM11601,7/19/24,7/25/24,7/28/24,136,120.81,16430.16,Delivered
PO00341,SUP012,ITM12333,7/11/24,7/13/24,7/13/24,882,80.4,70912.8,Delivered
PO00342,SUP014,ITM12909,12/25/24,12/30/24,,806,28.4,22890.4,Open
PO00343,SUP015,ITM12484,9/26/24,10/2/24,10/5/24,483,130.26,62915.58,Delivered
PO00344,SUP003,ITM12947,1/10/24,1/17/24,1/16/24,269,86.78,23343.82,Delivered
PO00345,SUP009,ITM11248,9/5/24,9/9/24,9/8/24,208,33.52,6972.16,Delivered
PO00346,SUP015,ITM10156,2/21/24,2/28/24,3/1/24,905,48.03,43467.15,Delivered
PO00347,SUP003,ITM11858,9/26/24,10/1/24,10/1/24,947,118.65,112361.55,Delivered
PO00348,SUP013,ITM11780,3/8/24,3/10/24,3/9/24,216,46.33,10007.28,Delivered
PO00349,SUP004,ITM12729,12/20/24,12/23/24,,878,106.57,93568.46,Open
PO00350,SUP010,ITM10794,8/12/24,8/15/24,8/15/24,742,147.85,109704.7,Delivered
PO00351,SUP015,ITM12239,8/15/24,8/23/24,8/26/24,852,41.73,35553.96,Delivered
PO00352,SUP010,ITM10798,9/30/24,10/8/24,10/9/24,975,17.21,16779.75,Delivered
PO00353,SUP001,ITM10626,7/7/24,7/16/24,7/18/24,501,78.61,39383.61,Delivered
PO00354,SUP003,ITM12127,5/24/24,5/29/24,,564,56.38,31798.32,Open
PO00355,SUP010,ITM12669,3/23/24,3/27/24,,870,32.59,28353.3,Open
PO00356,SUP003,ITM13179,5/8/24,5/11/24,5/12/24,945,47.3,44698.5,Delivered
PO00357,SUP013,ITM10790,2/22/24,2/26/24,2/28/24,921,39.7,36563.7,Delivered
PO00358,SUP011,ITM11580,2/12/24,2/18/24,,329,99.62,32774.98,Open
PO00359,SUP006,ITM13135,9/19/24,9/24/24,9/25/24,143,81.41,11641.63,Delivered
PO00360,SUP006,ITM11261,4/23/24,4/27/24,,955,81.28,77622.4,Open
PO00361,SUP015,ITM10592,1/14/24,1/16/24,1/17/24,564,44.66,25188.24,Delivered
PO00362,SUP003,ITM12957,7/16/24,7/25/24,,433,8.84,3827.72,Cancelled
PO00363,SUP010,ITM11345,6/12/24,6/15/24,6/29/24,393,92.31,36277.83,Delayed
PO00364,SUP004,ITM10419,3/11/24,3/19/24,3/20/24,762,93.89,71544.18,Delivered
PO00365,SUP010,ITM12915,12/27/24,1/3/25,1/5/25,55,45.68,2512.4,Delivered
PO00366,SUP004,ITM12383,1/10/24,1/15/24,1/14/24,611,149.93,91607.23,Delivered
PO00367,SUP010,ITM13133,11/7/24,11/15/24,11/13/24,844,14.22,12001.68,Delivered
PO00368,SUP005,ITM10567,6/3/24,6/5/24,6/4/24,479,103.96,49796.84,Delivered
PO00369,SUP002,ITM12568,11/14/24,11/17/24,11/15/24,906,17.07,15465.42,Delivered
PO00370,SUP002,ITM12528,11/1/24,11/10/24,11/13/24,577,119.88,69170.76,Delivered
PO00371,SUP001,ITM12075,3/14/24,3/20/24,3/18/24,679,40.45,27465.55,Delivered
PO00372,SUP010,ITM12963,10/19/24,10/24/24,10/27/24,734,42.8,31415.2,Delivered
PO00373,SUP005,ITM12432,7/3/24,7/8/24,7/10/24,607,71.82,43594.74,Delivered
PO00374,SUP009,ITM11860,9/16/24,9/24/24,9/25/24,944,80.65,76133.6,Delivered
PO00375,SUP015,ITM12527,11/21/24,11/30/24,11/30/24,309,119.84,37030.56,Delivered
PO00376,SUP005,ITM13148,7/1/24,7/6/24,,403,34.9,14064.7,Open
PO00377,SUP004,ITM13165,12/2/24,12/10/24,12/12/24,802,140.81,112929.62,Delivered
PO00378,SUP001,ITM10506,3/9/24,3/17/24,3/19/24,396,122.31,48434.76,Delivered
PO00379,SUP005,ITM10314,3/30/24,4/8/24,,751,92.37,69369.87,Open
PO00380,SUP014,ITM10212,12/22/24,12/30/24,12/29/24,880,31.46,27684.8,Delivered
PO00381,SUP012,ITM12751,8/22/24,8/31/24,8/30/24,94,109.78,10319.32,Delivered
PO00382,SUP009,ITM12891,1/22/24,1/30/24,1/30/24,577,17.9,10328.3,Delivered
PO00383,SUP010,ITM12161,10/5/24,10/7/24,10/5/24,821,45.29,37183.09,Delivered
PO00384,SUP015,ITM11114,5/26/24,6/4/24,6/2/24,936,64.9,60746.4,Delivered
PO00385,SUP014,ITM12315,5/19/24,5/21/24,5/21/24,497,32.38,16092.86,Delivered
PO00386,SUP005,ITM11529,8/13/24,8/21/24,8/31/24,397,151.38,60097.86,Delayed
PO00387,SUP002,ITM10562,9/11/24,9/18/24,9/18/24,996,36.21,36065.16,Delivered
PO00388,SUP007,ITM12942,5/16/24,5/22/24,,794,60.55,48076.7,Open
PO00389,SUP015,ITM10137,8/8/24,8/12/24,8/11/24,608,111.67,67895.36,Delivered
PO00390,SUP014,ITM10547,2/22/24,3/2/24,3/5/24,352,14.56,5125.12,Delivered
PO00391,SUP003,ITM10931,11/4/24,11/13/24,11/12/24,756,41.4,31298.4,Delivered
PO00392,SUP012,ITM13203,8/16/24,8/19/24,8/19/24,679,31.89,21653.31,Delivered
PO00393,SUP012,ITM12071,5/20/24,5/26/24,5/24/24,126,41.69,5252.94,Delivered
PO00394,SUP009,ITM10994,7/26/24,8/1/24,8/4/24,745,113.25,84371.25,Delivered
PO00395,SUP009,ITM10313,1/16/24,1/24/24,1/26/24,744,84.64,62972.16,Delivered
PO00396,SUP009,ITM10640,1/18/24,1/23/24,1/22/24,847,101.72,86156.84,Delivered
PO00397,SUP014,ITM10172,7/4/24,7/8/24,7/10/24,83,51.08,4239.64,Delivered
PO00398,SUP006,ITM11620,12/13/24,12/19/24,12/19/24,430,96.62,41546.6,Delivered
PO00399,SUP006,ITM12650,2/9/24,2/13/24,2/15/24,425,90.03,38262.75,Delivered
PO00400,SUP010,ITM10489,11/28/24,12/7/24,12/5/24,76,84.39,6413.64,Delivered
PO00401,SUP015,ITM10462,9/12/24,9/15/24,9/17/24,170,124.37,21142.9,Delivered
PO00402,SUP010,ITM13160,5/13/24,5/21/24,5/20/24,676,12.93,8740.68,Delivered
PO00403,SUP004,ITM12251,9/8/24,9/13/24,9/12/24,923,27.83,25687.09,Delivered
PO00404,SUP015,ITM10537,3/29/24,4/6/24,4/17/24,139,40.04,5565.56,Delayed
PO00405,SUP007,ITM12908,6/12/24,6/20/24,6/23/24,116,99.54,11546.64,Delivered
PO00406,SUP005,ITM11434,5/28/24,6/4/24,6/10/24,778,21.51,16734.78,Delayed
PO00407,SUP011,ITM11652,12/24/24,12/31/24,12/31/24,570,17.55,10003.5,Delivered
PO00408,SUP012,ITM11312,4/12/24,4/18/24,,292,21.61,6310.12,Open
PO00409,SUP002,ITM11270,1/14/24,1/17/24,1/19/24,427,131.03,55949.81,Delivered
PO00410,SUP006,ITM11175,10/9/24,10/13/24,10/11/24,117,50.74,5936.58,Delivered
PO00411,SUP010,ITM13063,9/2/24,9/10/24,9/11/24,893,69.13,61733.09,Delivered
PO00412,SUP004,ITM11016,3/5/24,3/11/24,,707,15.91,11248.37,Cancelled
PO00413,SUP014,ITM11091,8/26/24,9/2/24,9/2/24,181,58.4,10570.4,Delivered
PO00414,SUP006,ITM11498,10/9/24,10/18/24,10/17/24,836,122.35,102284.6,Delivered
PO00415,SUP009,ITM12414,8/9/24,8/15/24,8/13/24,901,99.92,90027.92,Delivered
PO00416,SUP008,ITM11195,3/19/24,3/24/24,3/23/24,380,103.6,39368,Delivered
PO00417,SUP011,ITM11514,4/25/24,5/2/24,5/4/24,966,52.64,50850.24,Delivered
PO00418,SUP013,ITM11533,2/10/24,2/18/24,2/21/24,614,37.28,22889.92,Delivered
PO00419,SUP002,ITM12757,11/16/24,11/25/24,11/27/24,145,49.72,7209.4,Delivered
PO00420,SUP012,ITM10723,3/27/24,4/5/24,4/7/24,207,117.87,24399.09,Delivered
PO00421,SUP001,ITM10796,11/15/24,11/20/24,11/22/24,395,104.45,41257.75,Delivered
PO00422,SUP008,ITM13012,10/15/24,10/23/24,10/21/24,133,48.79,6489.07,Delivered
PO00423,SUP001,ITM11024,11/24/24,11/29/24,,321,15.04,4827.84,Open
PO00424,SUP009,ITM10232,10/19/24,10/24/24,10/27/24,81,12.95,1048.95,Delivered
PO00425,SUP002,ITM10847,11/17/24,11/21/24,11/24/24,359,23.31,8368.29,Delivered
PO00426,SUP003,ITM11981,12/16/24,12/22/24,12/23/24,124,37.03,4591.72,Delivered
PO00427,SUP007,ITM11213,3/21/24,3/26/24,3/27/24,525,81.22,42640.5,Delivered
PO00428,SUP008,ITM11431,11/6/24,11/13/24,11/16/24,376,22.97,8636.72,Delivered
PO00429,SUP008,ITM12401,6/25/24,6/28/24,,183,67.41,12336.03,Cancelled
PO00430,SUP005,ITM11835,9/20/24,9/23/24,9/23/24,297,23.49,6976.53,Delivered
PO00431,SUP009,ITM10715,5/16/24,5/25/24,5/24/24,149,44.44,6621.56,Delivered
PO00432,SUP012,ITM10698,7/15/24,7/22/24,,478,39.27,18771.06,Open
PO00433,SUP002,ITM10096,3/22/24,3/24/24,,641,35.76,22922.16,Open
PO00434,SUP008,ITM11642,4/7/24,4/16/24,,560,74.15,41524,Open
PO00435,SUP001,ITM12238,8/27/24,9/2/24,9/2/24,559,119.83,66984.97,Delivered
PO00436,SUP006,ITM12448,7/20/24,7/25/24,7/24/24,270,9.26,2500.2,Delivered
PO00437,SUP011,ITM10866,1/25/24,1/30/24,1/31/24,661,69.88,46190.68,Delivered
PO00438,SUP014,ITM10993,11/30/24,12/4/24,12/4/24,599,8.53,5109.47,Delivered
PO00439,SUP003,ITM13025,2/25/24,3/5/24,3/5/24,794,92.15,73167.1,Delivered
PO00440,SUP002,ITM10365,7/25/24,7/28/24,7/29/24,102,27.96,2851.92,Delivered
PO00441,SUP005,ITM11577,4/9/24,4/14/24,4/14/24,125,14.81,1851.25,Delivered
PO00442,SUP007,ITM11198,8/18/24,8/20/24,,336,125.26,42087.36,Open
PO00443,SUP014,ITM12883,11/15/24,11/19/24,11/17/24,181,158.42,28674.02,Delivered
PO00444,SUP010,ITM12228,7/20/24,7/29/24,7/29/24,621,72.07,44755.47,Delivered
PO00445,SUP004,ITM12772,3/14/24,3/20/24,3/22/24,461,60.32,27807.52,Delivered
PO00446,SUP013,ITM11768,1/24/24,1/29/24,2/1/24,391,110.95,43381.45,Delivered
PO00447,SUP002,ITM13078,9/22/24,9/27/24,9/29/24,964,31.34,30211.76,Delivered
PO00448,SUP006,ITM12359,6/16/24,6/22/24,7/1/24,216,27.73,5989.68,Delayed
PO00449,SUP011,ITM11919,11/11/24,11/15/24,11/15/24,657,132.47,87032.79,Delivered
PO00450,SUP002,ITM11547,9/17/24,9/24/24,9/27/24,626,53.03,33196.78,Delivered
PO00451,SUP005,ITM10370,1/9/24,1/14/24,1/17/24,162,147.39,23877.18,Delivered
PO00452,SUP011,ITM13010,10/25/24,11/1/24,11/4/24,943,77.87,73431.41,Delivered
PO00453,SUP015,ITM11226,1/14/24,1/22/24,1/22/24,721,67.73,48833.33,Delivered
PO00454,SUP012,ITM10108,10/23/24,11/1/24,11/4/24,102,63.34,6460.68,Delivered
PO00455,SUP001,ITM10327,3/28/24,4/4/24,4/7/24,684,121.44,83064.96,Delivered
PO00456,SUP013,ITM11367,7/13/24,7/20/24,7/23/24,298,13.87,4133.26,Delivered
PO00457,SUP008,ITM12978,12/24/24,12/27/24,12/25/24,501,93.95,47068.95,Delivered
PO00458,SUP005,ITM12006,3/18/24,3/23/24,3/22/24,470,10.55,4958.5,Delivered
PO00459,SUP002,ITM12529,11/9/24,11/14/24,11/18/24,772,54.11,41772.92,Delayed
PO00460,SUP009,ITM12997,4/16/24,4/19/24,4/22/24,539,27.89,15032.71,Delivered
PO00461,SUP012,ITM10088,6/9/24,6/14/24,6/25/24,984,129.61,127536.24,Delayed
PO00462,SUP007,ITM11632,10/6/24,10/13/24,10/16/24,747,88.72,66273.84,Delivered
PO00463,SUP014,ITM12983,12/20/24,12/23/24,12/24/24,246,105.94,26061.24,Delivered
PO00464,SUP008,ITM10749,5/22/24,5/29/24,5/28/24,354,94.37,33406.98,Delivered
PO00465,SUP004,ITM11500,12/26/24,12/31/24,1/3/25,550,18.4,10120,Delivered
PO00466,SUP006,ITM13014,6/27/24,7/1/24,7/4/24,330,58.94,19450.2,Delivered
PO00467,SUP006,ITM12361,10/20/24,10/27/24,10/28/24,967,117.4,113525.8,Delivered
PO00468,SUP012,ITM11878,6/25/24,6/28/24,7/4/24,347,70.28,24387.16,Delayed
PO00469,SUP006,ITM10782,12/31/24,1/8/25,1/9/25,721,28.81,20772.01,Delivered
PO00470,SUP008,ITM11446,9/2/24,9/6/24,9/8/24,327,93.24,30489.48,Delivered
PO00471,SUP008,ITM12628,12/22/24,12/30/24,12/28/24,680,114.37,77771.6,Delivered
PO00472,SUP015,ITM10765,5/2/24,5/8/24,5/11/24,976,27.94,27269.44,Delivered
PO00473,SUP007,ITM13184,11/22/24,11/26/24,11/24/24,473,26.24,12411.52,Delivered
PO00474,SUP010,ITM12342,8/29/24,9/3/24,9/2/24,55,91.22,5017.1,Delivered
PO00475,SUP005,ITM11131,3/21/24,3/27/24,3/28/24,538,121.15,65178.7,Delivered
PO00476,SUP014,ITM11568,5/27/24,6/1/24,6/4/24,110,11.15,1226.5,Delivered
PO00477,SUP001,ITM11518,2/15/24,2/20/24,2/19/24,597,135.28,80762.16,Delivered
PO00478,SUP007,ITM12197,1/20/24,1/28/24,2/3/24,477,85.74,40897.98,Delayed
PO00479,SUP007,ITM11242,3/31/24,4/2/24,4/6/24,906,111.16,100710.96,Delayed
PO00480,SUP008,ITM11526,9/10/24,9/18/24,9/21/24,943,113.2,106747.6,Delivered
PO00481,SUP009,ITM11336,1/20/24,1/29/24,1/31/24,667,45.04,30041.68,Delivered
PO00482,SUP007,ITM11611,6/20/24,6/24/24,6/27/24,606,81.78,49558.68,Delivered
PO00483,SUP014,ITM12099,3/9/24,3/16/24,,529,114.77,60713.33,Open
PO00484,SUP009,ITM10339,2/27/24,2/29/24,3/3/24,519,143.66,74559.54,Delivered
PO00485,SUP006,ITM12500,4/5/24,4/14/24,4/14/24,859,101.22,86947.98,Delivered
PO00486,SUP009,ITM12219,12/11/24,12/20/24,,229,92.41,21161.89,Open
PO00487,SUP009,ITM12906,11/23/24,12/2/24,12/12/24,577,84.49,48750.73,Delayed
PO00488,SUP009,ITM11022,7/24/24,8/2/24,8/1/24,193,31.52,6083.36,Delivered
PO00489,SUP003,ITM12971,5/7/24,5/11/24,5/12/24,291,128.63,37431.33,Delivered
PO00490,SUP015,ITM10856,5/16/24,5/22/24,5/30/24,646,82.12,53049.52,Delayed
PO00491,SUP012,ITM11595,1/6/24,1/15/24,1/15/24,759,115.17,87414.03,Delivered
PO00492,SUP015,ITM10385,12/7/24,12/13/24,12/13/24,213,26.93,5736.09,Delivered
PO00493,SUP006,ITM11574,9/14/24,9/21/24,9/29/24,756,101.78,76945.68,Delayed
PO00494,SUP007,ITM11537,5/31/24,6/3/24,6/2/24,274,106.84,29274.16,Delivered
PO00495,SUP004,ITM10944,9/1/24,9/4/24,9/7/24,670,40.86,27376.2,Delivered
PO00496,SUP002,ITM10891,12/25/24,12/27/24,12/28/24,825,129.8,107085,Delivered
PO00497,SUP002,ITM11302,12/6/24,12/14/24,,830,96.17,79821.1,Open
PO00498,SUP012,ITM12944,11/1/24,11/9/24,11/14/24,588,106.14,62410.32,Delayed
PO00499,SUP006,ITM10356,12/26/24,1/1/25,1/3/25,164,15.2,2492.8,Delivered
PO00500,SUP012,ITM11478,10/7/24,10/14/24,10/21/24,636,38.29,24352.44,Delayed
PO00501,SUP004,ITM12357,3/25/24,4/3/24,4/5/24,502,88.57,44462.14,Delivered
PO00502,SUP004,ITM10818,4/15/24,4/20/24,4/21/24,143,125.39,17930.77,Delivered
PO00503,SUP006,ITM11917,8/16/24,8/22/24,,514,24.15,12413.1,Open
PO00504,SUP013,ITM11877,7/31/24,8/7/24,8/5/24,622,49.48,30776.56,Delivered
PO00505,SUP015,ITM11200,6/6/24,6/11/24,6/12/24,310,115.8,35898,Delivered
PO00506,SUP007,ITM12386,4/21/24,4/23/24,4/21/24,483,27.74,13398.42,Delivered
PO00507,SUP011,ITM12181,2/2/24,2/6/24,2/4/24,965,57.78,55757.7,Delivered
PO00508,SUP010,ITM11923,8/29/24,9/7/24,9/8/24,234,63.92,14957.28,Delivered
PO00509,SUP006,ITM13135,11/24/24,11/29/24,,711,81.77,58138.47,Cancelled
PO00510,SUP008,ITM11135,7/10/24,7/15/24,,441,12.93,5702.13,Cancelled
PO00511,SUP007,ITM10437,7/12/24,7/19/24,7/22/24,727,16.78,12199.06,Delivered
PO00512,SUP007,ITM11106,3/9/24,3/14/24,3/14/24,171,92.32,15786.72,Delivered
PO00513,SUP011,ITM12816,10/2/24,10/4/24,10/3/24,795,23.95,19040.25,Delivered
PO00514,SUP008,ITM10893,1/2/24,1/8/24,,355,118.29,41992.95,Open
PO00515,SUP013,ITM10633,10/5/24,10/10/24,10/11/24,893,92.39,82504.27,Delivered
PO00516,SUP008,ITM11195,8/23/24,8/28/24,8/28/24,243,103.67,25191.81,Delivered
PO00517,SUP015,ITM11888,2/27/24,2/29/24,3/3/24,479,76.38,36586.02,Delivered
PO00518,SUP011,ITM12035,1/9/24,1/18/24,1/16/24,153,131.88,20177.64,Delivered
PO00519,SUP002,ITM13173,8/16/24,8/20/24,8/23/24,943,68.56,64652.08,Delivered
PO00520,SUP006,ITM11658,1/23/24,1/25/24,1/24/24,602,117.94,70999.88,Delivered
PO00521,SUP009,ITM12048,1/29/24,2/7/24,2/7/24,289,51.96,15016.44,Delivered
PO00522,SUP004,ITM12244,10/21/24,10/23/24,10/25/24,841,120.66,101475.06,Delivered
PO00523,SUP009,ITM11249,6/13/24,6/22/24,6/21/24,726,61.89,44932.14,Delivered
PO00524,SUP001,ITM10536,7/30/24,8/5/24,8/3/24,620,106.63,66110.6,Delivered
PO00525,SUP004,ITM12028,3/30/24,4/7/24,4/8/24,619,80.4,49767.6,Delivered
PO00526,SUP004,ITM12410,6/25/24,7/4/24,7/18/24,440,32.96,14502.4,Delayed
PO00527,SUP013,ITM12306,6/12/24,6/17/24,6/18/24,202,75.98,15347.96,Delivered
PO00528,SUP001,ITM10223,4/4/24,4/10/24,,534,19.24,10274.16,Open
PO00529,SUP010,ITM13045,4/25/24,4/29/24,5/2/24,197,116.21,22893.37,Delivered
PO00530,SUP006,ITM12168,1/30/24,2/7/24,2/8/24,620,59.64,36976.8,Delivered
PO00531,SUP004,ITM12774,7/17/24,7/26/24,7/25/24,388,142.61,55332.68,Delivered
PO00532,SUP012,ITM12985,8/18/24,8/22/24,,144,133.08,19163.52,Open
PO00533,SUP005,ITM11274,4/7/24,4/11/24,4/12/24,739,25.3,18696.7,Delivered
PO00534,SUP012,ITM10142,1/21/24,1/25/24,2/1/24,873,65.05,56788.65,Delayed
PO00535,SUP005,ITM11605,12/9/24,12/18/24,12/19/24,263,114.37,30079.31,Delivered
PO00536,SUP014,ITM11177,6/19/24,6/25/24,6/23/24,266,13.75,3657.5,Delivered
PO00537,SUP008,ITM11141,3/1/24,3/3/24,3/4/24,986,33.33,32863.38,Delivered
PO00538,SUP013,ITM11775,11/5/24,11/7/24,11/8/24,987,78.98,77953.26,Delivered
PO00539,SUP014,ITM11904,6/13/24,6/22/24,,439,30.09,13209.51,Open
PO00540,SUP009,ITM12499,11/28/24,11/30/24,11/30/24,418,108.81,45482.58,Delivered
PO00541,SUP011,ITM11255,9/11/24,9/14/24,9/17/24,530,47.84,25355.2,Delivered
PO00542,SUP001,ITM11640,6/12/24,6/19/24,6/28/24,370,59.33,21952.1,Delayed
PO00543,SUP012,ITM11421,10/15/24,10/23/24,,809,124.95,101084.55,Open
PO00544,SUP002,ITM12369,5/13/24,5/18/24,5/20/24,643,99.13,63740.59,Delivered
PO00545,SUP014,ITM11416,5/31/24,6/9/24,6/9/24,285,11.88,3385.8,Delivered
PO00546,SUP002,ITM12690,5/5/24,5/13/24,5/16/24,751,127.22,95542.22,Delivered
PO00547,SUP007,ITM11379,9/7/24,9/16/24,9/30/24,807,43.25,34902.75,Delayed
PO00548,SUP003,ITM12411,3/27/24,4/5/24,4/5/24,223,38.01,8476.23,Delivered
PO00549,SUP006,ITM10574,10/6/24,10/8/24,10/10/24,707,103.51,73181.57,Delivered
PO00550,SUP012,ITM12899,9/25/24,10/2/24,9/30/24,887,100.25,88921.75,Delivered
PO00551,SUP004,ITM10030,1/4/24,1/9/24,1/12/24,286,18.08,5170.88,Delivered
PO00552,SUP007,ITM11582,3/18/24,3/27/24,3/29/24,516,50.65,26135.4,Delivered
PO00553,SUP001,ITM10582,11/12/24,11/20/24,11/22/24,984,126.18,124161.12,Delivered
PO00554,SUP009,ITM12157,9/6/24,9/8/24,9/10/24,614,33.59,20624.26,Delivered
PO00555,SUP008,ITM12754,1/9/24,1/12/24,1/12/24,598,69.6,41620.8,Delivered
PO00556,SUP013,ITM10215,1/9/24,1/15/24,1/18/24,740,70.18,51933.2,Delivered
PO00557,SUP013,ITM10661,4/1/24,4/9/24,4/7/24,586,103.64,60733.04,Delivered
PO00558,SUP013,ITM11203,4/8/24,4/14/24,4/14/24,884,43.68,38613.12,Delivered
PO00559,SUP004,ITM10217,7/22/24,7/26/24,7/27/24,520,137.67,71588.4,Delivered
PO00560,SUP012,ITM10848,12/22/24,12/30/24,1/2/25,897,25.27,22667.19,Delivered
PO00561,SUP015,ITM12073,11/30/24,12/6/24,,715,12.38,8851.7,Cancelled
PO00562,SUP002,ITM12735,2/17/24,2/26/24,2/27/24,615,31.2,19188,Delivered
PO00563,SUP015,ITM13110,11/22/24,11/26/24,11/25/24,134,37.95,5085.3,Delivered
PO00564,SUP003,ITM10001,8/10/24,8/16/24,8/16/24,629,142.23,89462.67,Delivered
PO00565,SUP007,ITM10751,2/18/24,2/26/24,3/1/24,285,58.85,16772.25,Delayed
PO00566,SUP008,ITM11522,12/20/24,12/29/24,1/9/25,327,15,4905,Delayed
PO00567,SUP015,ITM13100,2/8/24,2/10/24,2/10/24,970,8.62,8361.4,Delivered
